year,magnitude,fire,harvest,insects,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag,temperature_lag,longitude,latitude
2018,-1389,NA,NA,NA, 74.96,68.70,31.27,0,317, 921,4.45, 959,4.63,-6025266,5107212
2005,-1121,NA,NA,NA, 45.34,52.24,47.74,0,313, 786,4.85, 841,4.03,-6034301,5090764
2018, -546,NA, 1,NA, 87.43,73.19,26.81,0,292, 880,4.34, 930,4.55,-6006965,5127829
2010,-1141,NA,NA,NA, 49.90,87.95,11.96,0,516,1021,5.42,1107,3.86,-6132291,5036093
2016,  666,NA,NA,NA, 78.04,86.41,13.34,0,488,1003,5.15,1038,3.89,-6118392,5028912
2021,  912,NA,NA,NA, 83.14,60.25,39.35,0,289, 849,6.56,1001,4.82,-6035691,5085205
2010, -485,NA,NA,NA, 69.80,87.23,12.74,0,421,1052,5.79,1133,4.26,-6150824,5053468
2012, -820,NA,NA,NA, 69.00,73.67,26.22,0,389, 965,6.70,1072,5.48,-6178623,5021267
2018, 1404,NA,NA,NA, 68.22,89.95, 9.82,0,483,1142,4.59,1084,4.74,-6145264,5035167
2016, -642,NA,NA,NA, 80.98,70.67,29.19,0,453, 970,4.61,1011,3.39,-6061173,5088216
2006, -714,NA,NA,NA, 73.48,72.31,27.67,0,409,1061,5.29, 949,3.87,-6112369,5059027
2013, -476,NA,NA,NA, 77.51,35.35,62.19,0,360,1048,4.15, 908,5.66,-6073682,5065514
2021,  728,NA,NA,NA, 78.82,37.58,62.00,0,322, 769,5.81, 908,4.10,-6012293,5128524
2015,-2089,NA,NA,NA, 79.54,77.19,22.60,0,453, 874,3.95,1100,4.04,-6085960,5099567
2014, -541,NA,NA,NA, 80.52,81.22,18.53,0,417,1223,3.21,1085,4.96,-6107967,5108833
2008,  942,NA,NA,NA, 87.18,57.10,41.50,0,186, 967,5.10, 846,5.95,-6022023,5079876
2017,-1552,NA,NA,NA, 71.64,50.13,48.53,0,278,1085,4.52, 900,4.22,-6031752,5116247
2009, 1204,NA,NA,NA, 89.98,72.31,27.62,0,312, 919,4.25, 952,5.00,-6019475,5081498
2019, -533,NA,NA,NA,122.44, 3.67, 2.84,1,402,1135,3.10,1050,4.57,-6095226,5081266
2016, -644,NA,NA,NA, 82.32,93.50, 6.11,0,494, 996,4.80,1075,3.49,-6100554,5075012
2015,  640,NA,NA,NA, 74.78,69.29,30.69,0,393, 839,4.00, 971,4.19,-6031521,5103274
2016, -867,NA,NA,NA, 74.52,58.08,41.92,0,376, 937,4.83, 973,3.61,-6041250,5102115
2017, -653,NA,NA,NA, 90.70,72.53,27.38,0,482,1211,4.26,1009,3.89,-6094995,5078718
2013, -525,NA,NA,NA, 64.96,76.14,23.15,0,402,1056,4.11, 915,5.61,-6082485,5054626
2009, 1574,NA,NA,NA, 50.64,35.87,64.04,0,302, 907,3.70, 960,4.40,-6028509,5111150
2019,-1233,NA,NA,NA, 76.58,60.26,39.70,0,397,1021,3.11,1014,4.46,-6030594,5101652
2006, -936,NA,NA,NA, 71.36,82.37,17.37,0,503,1120,5.10,1032,3.66,-6143179,5067135
2009, -580,NA,NA,NA, 46.74,58.89,41.02,0,319, 944,3.82,1037,4.58,-6066269,5131999
2005,-1083,NA,NA,NA, 44.32,24.58,69.81,0,301, 805,4.42, 854,3.51,-6012293,5131999
2008, -470,NA,NA,NA, 55.66,35.17,64.59,0,365,1068,3.50, 924,4.29,-6033837,5130378
2021, 1071,NA,NA,NA, 87.64,79.10,20.29,0,375,1034,6.50,1174,5.00,-6173294,5055553
2013, -719,NA,NA,NA, 81.12,84.70,15.30,0,394,1162,3.68, 976,5.35,-6078547,5116710
2010,  893,NA,NA,NA, 72.82,84.83,14.18,0,272, 882,6.47, 915,4.63,-6025266,5080571
2010,-1301,NA,NA,NA, 79.34,73.88,26.12,0,475, 981,5.64,1062,3.99,-6119550,5029839
2010,-1697,NA,NA,NA, 80.82,71.84,28.16,0,463, 973,5.74,1057,4.07,-6116539,5027059
2013,-1116,NA,NA,NA, 76.62,88.93,11.03,0,488,1102,3.81, 950,5.31,-6094300,5048371
2008,-1596,NA,NA,NA, 73.06,86.01,13.69,0,485,1314,3.88,1026,4.70,-6150824,5054163
2021,  850,NA,NA,NA, 92.42,70.19,29.81,0,388, 868,6.25,1032,4.48,-6021560,5087753
2019, -613,NA,NA,NA, 82.16,71.18,28.69,0,426,1308,3.81,1148,5.21,-6148739,5024742
2016,-1074,NA, 1,NA, 21.76,64.63,35.38,0,289, 903,5.06, 931,3.84,-6007429,5125513
2013, -594,NA,NA,NA, 76.84,76.63,23.32,0,409,1168,3.66, 978,5.29,-6082254,5116710
2010, -753,NA,NA,NA, 78.52,67.96,31.95,0,441, 969,5.70,1040,4.01,-6108199,5037252
2009,  432,NA,NA,NA, 54.88,24.90,73.66,0,302, 911,3.74, 960,4.47,-6038007,5105359
2011,  647,NA,NA,NA, 71.72,60.33,39.13,0,268, 952,5.04, 912,4.50,-6005344,5127134
