year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2004,-1204.6, 58.08,27.475,66.020,0,397, 819,3.20, 979,3.11, 841,4.20, 864,4.96,32.9,58.0,48.5,58.0,33.8,59.0,31.8,59.0
2004, -689.2, 49.56,30.328,68.463,0,313, 793,3.60, 948,3.56, 809,4.60, 828,5.40,28.5,58.0,44.0,58.0,29.0,59.0,26.3,59.0
2004,-1108.3, 53.06,25.593,71.673,0,404, 820,3.16, 980,3.10, 842,4.16, 866,4.95,33.1,58.0,48.8,58.0,34.1,59.0,32.1,59.0
2004, -939.8, 56.73,20.690,74.794,0,402, 819,3.19, 980,3.10, 842,4.19, 865,4.97,33.0,58.0,48.7,58.0,34.0,59.0,32.0,59.0
2004,-1213.2, 62.40,30.138,69.418,0,385, 817,3.20, 977,3.20, 838,4.20, 862,5.00,32.5,58.0,48.1,58.0,33.4,59.0,31.3,59.0
2004, -919.9, 63.82,14.145,75.021,0,387, 817,3.20, 977,3.20, 839,4.20, 863,5.00,32.5,58.0,48.2,58.0,33.6,59.0,31.5,59.0
2004,-1367.1, 55.34,33.753,65.192,0,397, 818,3.20, 978,3.12, 840,4.20, 864,5.00,32.9,58.0,48.5,58.0,33.8,59.0,31.8,59.0
2004,-1171.6, 56.28,27.604,68.895,0,386, 817,3.20, 977,3.19, 838,4.20, 861,5.00,32.5,58.0,48.2,58.0,33.4,59.0,31.3,59.0
2004,-1254.1, 66.92,22.441,67.346,0,381, 815,3.24, 975,3.20, 838,4.24, 861,5.00,32.3,58.0,47.9,58.0,33.3,59.0,31.2,59.0
2004,-1325.0, 49.29,17.215,78.420,0,391, 817,3.20, 977,3.17, 839,4.20, 862,5.00,32.6,58.0,48.3,58.0,33.6,59.0,31.5,59.0
2004,-1292.1, 50.46,24.571,72.353,0,382, 816,3.20, 976,3.20, 837,4.20, 860,5.00,32.4,58.0,48.0,58.0,33.3,59.0,31.1,59.0
2004,-1167.1, 55.74,21.726,76.023,0,374, 814,3.29, 973,3.21, 835,4.29, 858,5.09,32.0,58.0,47.7,58.0,32.9,59.0,30.7,59.0
